serialno,bld,rntp,ybl
2016000316856,2,1600,5
2016000321325,5,2800,6
2016000321692,5,2400,3
2016000323591,8,2500,1
2016000324207,6,1300,2
2016000324670,9,1400,6
2016000325551,3,1500,1
2016000326169,9,220,8
2016000327929,3,890,1
2016000328458,6,2900,6
2016000330067,2,1200,1
2016000330531,6,350,7
2016000330880,8,350,1
2016000331171,9,260,6
2016000331527,5,3800,6
2016000331890,5,1800,2
2016000332821,5,1600,1
2016000333813,5,820,1
2016000334643,4,2400,1
2016000335422,4,400,1
2016000335462,4,1200,3
2016000335857,4,330,1
2016000338365,9,1700,4
2016000338733,8,1100,5
2016000339043,8,2900,5
2016000339213,3,2100,5
2016000341735,5,900,1
2016000342277,6,2000,5
2016000342558,5,2400,8
2016000343847,9,420,4
2016000343882,4,1700,2
2016000345226,5,2500,6
2016000345631,5,720,3
2016000346680,2,290,1
2016000347712,5,1700,1
2016000349614,9,500,4
2016000350186,8,2500,15
2016000352206,9,320,1
2016000352327,8,1100,7
2016000353727,8,1900,1
2016000355391,4,1800,1
2016000356808,5,3000,1
2016000358087,9,2600,3
2016000358422,6,260,5
2016000359603,6,1300,3
2016000359631,6,1400,5
2016000360138,5,1200,1
2016000362158,2,750,9
2016000362340,4,3100,1
2016000362529,9,920,1
2016000363100,8,2800,5
2016000366370,8,2500,1
2016000366553,9,1200,10
2016000366603,3,2500,5
2016000367526,5,750,3
2016000367990,5,1300,1
2016000368356,4,2400,1
2016000370991,3,2800,3
2016000371228,9,900,5
2016000373373,3,1400,3
2016000374591,9,230,17
2016000376797,2,1200,1
2016000378010,5,3800,4
2016000379016,9,700,1
2016000379778,8,200,1
2016000379814,2,3400,1
2016000380068,4,2000,1
2016000380107,4,1300,1
2016000381014,6,1000,1
2016000381285,6,1100,1
2016000382985,4,3300,1
2016000383792,4,2300,1
2016000386358,5,1800,1
2016000387554,9,260,5
2016000387867,2,3200,2
2016000388988,9,500,16
2016000389243,8,2700,1
2016000389762,6,1300,1
2016000389847,5,640,7
2016000390093,6,1900,5
2016000391680,4,2900,2
2016000391908,6,3200,4
2016000393586,3,800,2
2016000393705,9,320,4
2016000396191,8,1300,2
2016000396429,6,680,3
2016000397768,4,2100,3
2016000398137,5,2700,1
2016000399075,9,1300,5
2016000402987,8,3000,4
2016000403193,8,1800,5
2016000403609,8,510,1
2016000406024,8,1400,1
2016000406391,6,1300,1
2016000408222,6,900,1
2016000408745,2,2400,1
2016000409528,5,3800,1
2016000409636,6,2600,5
2016000410804,5,2700,1
2016000411536,5,890,2
2016000413302,5,2700,1
2016000413583,4,1300,2
2016000413711,8,2000,5
2016000414136,2,1500,4
2016000415744,5,2400,1
2016000415881,9,3300,10
2016000416169,2,3100,4
2016000416403,5,1800,1
2016000416896,8,1600,1
2016000417025,5,1000,1
2016000418468,8,1100,5
2016000422979,6,40,1
2016000427192,9,3500,6
2016000427518,9,3000,1
2016000427822,5,3400,3
2016000428665,6,1200,1
2016000429549,5,1700,3
2016000429896,4,1500,7
2016000430174,4,1600,1
2016000430241,8,1800,1
2016000431672,6,800,10
2016000432298,6,850,1
2016000433387,9,2100,4
2016000433651,3,520,4
2016000434225,3,3400,2
2016000434649,3,2700,6
2016000436243,8,1600,1
2016000437111,6,200,4
2016000437334,9,1500,1
2016000437808,3,3800,1
2016000441142,6,3300,7
2016000442875,8,600,7
2016000443092,2,3200,1
2016000443168,5,1700,4
2016000444441,8,3500,3
2016000445945,9,3100,13
2016000446488,4,3500,1
2016000446750,9,1400,8
2016000447168,6,2700,5
2016000447493,6,2300,1
2016000448109,9,1900,2
2016000451539,9,1700,1
2016000452001,5,900,1
2016000452970,5,3200,3
2016000454736,6,800,4
2016000457061,2,1100,1
2016000457465,4,1800,1
2016000458420,8,1600,1
2016000458992,2,2100,1
2016000460121,2,220,1
2016000460303,5,3800,4
2016000462722,4,1900,2
2016000462844,5,1900,5
2016000466760,2,2500,2
2016000467489,9,3400,6
2016000467751,5,3800,1
2016000469451,4,3200,3
2016000469557,5,2700,1
2016000471058,8,490,5
2016000471693,3,3800,1
2016000473759,6,2000,3
2016000474131,2,2400,1
2016000475292,2,900,4
2016000476268,5,1100,4
2016000477955,8,1300,4
2016000478345,9,320,1
2016000479210,6,1500,5
2016000479375,9,2500,7
2016000479692,3,3800,1
2016000481206,9,1700,4
2016000482583,8,2400,1
2016000482659,8,1200,5
2016000483672,6,2400,4
2016000485981,9,190,5
2016000488398,5,2800,1
2016000489500,9,480,8
2016000494171,6,2200,1
2016000494995,4,1700,2
2016000499358,5,2500,1
2016000499468,8,790,1
2016000499492,9,220,5
2016000500956,6,1500,4
2016000501212,5,1300,1
2016000501936,4,3200,2
2016000502396,9,260,4
2016000502691,2,140,1
2016000503937,8,920,5
2016000504431,8,580,14
2016000504506,8,1600,5
2016000504558,8,2100,4
2016000504763,5,3300,1
2016000507802,5,1900,4
2016000508905,5,1200,4
2016000509274,8,1000,1
2016000510584,9,2200,1
2016000510619,3,2600,6
2016000511602,6,1300,1
2016000512180,9,300,1
2016000512583,4,2000,15
2016000513001,8,2000,2
2016000513404,4,3000,2
2016000513569,5,1300,1
2016000513918,5,3800,1
2016000514857,9,3800,17
2016000515190,9,3200,2
2016000518545,9,430,5
2016000519482,5,1100,4
2016000519534,8,2500,4
2016000519795,6,2400,1
2016000520185,4,1500,2
2016000521195,6,2900,1
2016000521607,4,3500,5
2016000521778,4,1500,1
2016000522517,8,2200,5
2016000523047,9,870,1
2016000525612,5,2300,1
2016000526034,6,1800,1
2016000526221,9,1400,5
2016000526303,9,1100,2
2016000526894,6,3800,4
2016000527421,5,3800,1
2016000527469,5,3800,1
2016000529135,6,850,4
2016000529560,9,2000,4
2016000530627,5,1300,5
2016000535464,9,2800,17
2016000537402,3,650,1
2016000537852,3,3800,1
2016000537859,9,1300,7
2016000538735,2,3800,5
2016000538967,4,1500,2
2016000539418,6,3500,4
2016000540648,9,210,1
2016000540729,9,200,1
2016000544542,6,1300,5
2016000544610,8,2200,1
2016000545836,4,2300,1
2016000546472,3,750,3
2016000547534,9,2600,4
2016000551437,2,3000,1
2016000552764,4,1500,2
2016000553788,6,2000,2
2016000554484,8,2100,6
2016000555820,6,2600,1
2016000556106,2,700,1
2016000557288,6,3100,12
2016000558275,8,3000,1
2016000559377,8,1500,4
2016000559664,5,3500,6
2016000559742,5,3800,1
2016000561215,5,1900,1
2016000561524,9,820,8
2016000561882,6,2200,1
2016000562025,5,1900,5
2016000563926,8,1800,1
2016000564643,8,2200,1
2016000565748,6,1900,6
2016000567146,9,260,1
2016000567512,5,2700,5
2016000567722,5,1200,5
2016000572907,5,2900,1
2016000575112,8,1900,1
2016000578089,9,2100,10
2016000579978,5,1100,1
2016000582689,2,2000,4
2016000583346,8,1800,1
2016000585244,5,2100,1
2016000585631,8,1800,1
2016000585746,8,870,4
2016000586162,5,3000,1
2016000586777,4,3800,3
2016000586857,3,880,6
2016000588188,8,1500,1
2016000589683,9,3100,4
2016000591115,8,1900,4
2016000592293,9,550,2
2016000594918,9,1100,19
2016000595086,8,1000,3
2016000597211,8,2500,6
2016000599588,8,1000,1
2016000599773,6,920,1
2016000600049,2,1600,1
2016000601824,9,3100,4
2016000602268,4,2800,2
2016000602568,9,610,5
2016000604012,4,2900,5
2016000604158,9,2200,8
2016000604187,2,1100,2
2016000605262,4,1300,1
2016000606834,8,2800,1
2016000607945,8,1500,1
2016000607975,9,3000,14
2016000608526,9,500,1
2016000609068,9,2900,7
2016000609681,6,1300,3
2016000610159,8,2000,1
2016000610184,6,3300,7
2016000610270,9,940,1
2016000611544,9,800,1
2016000612661,4,3800,1
2016000612840,5,2400,8
2016000613236,8,1500,1
2016000613914,8,2000,6
2016000614357,8,270,2
2016000614542,2,360,1
2016000615627,8,2800,6
2016000616404,4,910,3
2016000620224,5,3300,1
2016000620440,9,400,18
2016000621126,4,260,1
2016000625775,9,2600,5
2016000626582,6,2400,1
2016000628104,3,3800,7
2016000629512,4,2000,2
2016000630352,8,630,7
2016000630669,9,1500,1
2016000631526,9,250,9
2016000631864,9,590,1
2016000633541,6,1400,4
2016000634200,2,3300,1
2016000635062,5,1700,1
2016000635834,8,3400,9
2016000636099,5,2800,1
2016000636270,9,3200,17
2016000636426,5,1800,1
2016000637232,6,1300,1
2016000638399,2,2900,1
2016000639035,9,1300,2
2016000639780,9,2200,4
2016000639952,5,1400,3
2016000644181,6,1200,5
2016000645938,6,2300,4
2016000645951,3,1500,2
2016000646136,4,1700,1
2016000646576,6,930,1
2016000646622,9,560,6
2016000647822,5,1000,4
2016000648155,9,440,5
2016000649232,2,2500,2
2016000650167,6,800,5
2016000651769,5,2300,7
2016000652207,5,1700,1
2016000652662,4,1300,4
2016000653542,5,1200,2
2016000655713,9,1500,5
2016000657983,9,2300,12
2016000658954,8,1700,1
2016000661546,3,3800,1
2016000661914,8,2200,3
2016000662740,8,2600,1
2016000664257,5,2000,1
2016000664836,5,1900,4
2016000666773,8,1300,3
2016000666955,8,2100,6
2016000667551,8,710,1
2016000668989,5,1100,1
2016000669528,3,3500,1
2016000670668,4,3100,4
2016000670810,9,370,5
2016000671794,5,3400,5
2016000672070,2,3000,1
2016000673375,9,3200,18
2016000673449,5,1000,1
2016000674274,9,1600,3
2016000676606,9,620,1
2016000676788,8,2200,7
2016000677419,4,1900,1
2016000677762,8,3800,8
2016000677984,9,540,4
2016000684435,8,1400,6
2016000684734,6,1500,4
2016000684970,9,1000,18
2016000685511,5,1900,1
2016000686756,4,1700,3
2016000687597,8,1600,1
2016000688854,9,100,3
2016000689809,3,2100,1
2016000692650,2,1400,3
2016000693125,8,1700,2
2016000695875,4,3500,4
2016000697324,9,3300,9
2016000697752,8,2900,6
2016000697957,6,2300,4
2016000699472,3,990,1
2016000703258,6,3800,5
2016000704245,9,1500,5
2016000705288,6,1600,4
2016000705342,9,2300,1
2016000706434,8,1000,5
2016000709951,4,2500,1
2016000710344,4,1100,1
2016000710702,8,1300,4
2016000710765,2,730,3
2016000711105,8,1500,1
2016000712605,5,3500,1
2016000713212,8,1100,1
2016000713845,6,260,6
2016000714009,6,3500,5
2016000714148,6,2500,1
2016000714271,3,2600,2
2016000717220,5,500,1
2016000717847,4,2900,1
2016000719263,5,3800,1
2016000719449,9,240,5
2016000719753,6,1600,1
2016000720429,8,1500,2
2016000721063,6,1700,1
2016000721770,2,2200,1
2016000723993,2,3000,4
2016000724258,6,1800,1
2016000724319,6,1300,4
2016000725385,8,1200,7
2016000731731,5,910,1
2016000731834,4,3400,1
2016000732757,6,2200,3
2016000732923,4,2900,1
2016000733410,3,1700,5
2016000735176,9,400,3
2016000737138,5,1200,1
2016000737578,8,3300,1
2016000739719,8,600,2
2016000740085,9,3500,2
2016000740926,5,3500,7
2016000741513,5,1900,1
2016000741646,5,1600,7
2016000744440,4,2000,7
2016000745475,8,2900,5
2016000746117,5,2900,4
2016000747200,9,480,1
2016000747691,8,1300,1
2016000747949,8,500,1
2016000748461,3,1600,1
2016000748675,6,2900,2
2016000749172,9,1500,3
2016000750373,4,800,3
2016000750635,5,2500,3
2016000750824,2,3800,2
2016000751555,9,1900,3
2016000752048,2,3000,1
2016000752614,2,2500,5
2016000753057,9,2000,4
2016000753413,8,400,1
2016000754532,5,2000,1
2016000756773,5,3000,1
2016000758436,9,1600,1
2016000758839,2,1000,2
2016000760148,5,1700,4
2016000761069,6,2600,1
2016000761539,3,2900,1
2016000761652,6,3800,1
2016000761722,5,3800,1
2016000762699,5,800,4
2016000763052,5,1600,5
2016000763879,8,2100,5
2016000764442,8,2900,1
2016000764543,8,2000,5
2016000765270,4,1200,1
2016000766622,8,620,2
2016000767650,8,1400,8
2016000768056,5,1700,4
2016000768973,5,3000,6
2016000769756,5,1600,1
2016000769820,5,2100,1
2016000770859,8,1400,1
2016000771283,9,1100,7
2016000772362,6,2200,6
2016000772779,2,1500,4
2016000772879,9,2800,6
2016000773297,4,1400,2
2016000773943,3,1200,2
2016000776668,6,820,1
2016000777762,8,730,5
2016000778955,9,900,1
2016000779403,8,190,5
2016000780468,8,2000,1
2016000783891,5,800,7
2016000784192,5,1100,1
2016000784878,2,2500,1
2016000785467,5,1800,1
2016000785486,5,1600,1
2016000787589,3,1500,5
2016000788974,3,1500,6
2016000789965,8,3500,4
2016000792119,6,1600,1
2016000792133,9,1500,8
2016000792194,4,920,3
2016000792533,3,2800,1
2016000792584,8,190,6
2016000792685,8,2400,4
2016000793049,8,1000,5
2016000793246,9,1200,18
2016000794465,5,3800,1
2016000794703,5,2100,1
2016000795811,6,1400,1
2016000795819,6,980,4
2016000796491,4,3800,3
2016000796968,9,500,1
2016000797400,8,240,1
2016000798990,9,1500,7
2016000799339,6,1900,1
2016000800684,5,3300,1
2016000801293,4,2000,3
2016000801716,6,3300,1
2016000803447,5,3500,4
2016000804161,3,2400,1
2016000805250,6,2300,4
2016000806795,5,2400,4
2016000807377,9,600,1
2016000808279,9,770,4
2016000808348,2,2100,6
2016000809388,9,350,1
2016000809642,6,1800,1
2016000809693,3,300,2
2016000810560,4,2600,1
2016000811817,9,710,1
2016000813246,5,2500,5
2016000815902,5,1600,1
2016000815988,9,550,8
2016000816692,9,490,10
2016000819178,5,3800,1
2016000819835,9,1000,5
2016000820385,6,1600,1
2016000823843,2,3800,1
2016000823931,9,260,4
2016000823983,3,680,5
2016000825119,6,2100,12
2016000825191,9,410,4
2016000825743,2,3800,3
2016000825756,5,3200,7
2016000828504,6,1700,6
2016000829026,4,3800,6
2016000829819,4,2600,3
2016000831621,8,1800,6
2016000832031,5,500,1
2016000833297,2,840,1
2016000834516,6,2000,1
2016000837458,9,1500,5
2016000838400,8,2900,1
2016000838420,8,2400,2
2016000840594,5,1800,6
2016000840903,2,3000,3
2016000841035,5,3800,1
2016000841806,5,3800,1
2016000842698,9,2300,1
2016000842960,5,1800,1
2016000844243,5,2700,1
2016000847376,2,1600,3
2016000848600,3,1800,2
2016000849276,8,1100,1
2016000849483,5,3800,8
2016000850683,6,540,3
2016000852363,6,1700,1
2016000853110,9,620,1
2016000854278,9,940,18
2016000854680,9,2100,4
2016000855795,6,540,1
2016000856349,5,1400,4
2016000857345,9,450,6
2016000858086,2,1500,1
2016000862623,8,3800,17
2016000863866,5,1200,1
2016000864405,8,3300,3
2016000864436,2,3500,1
2016000865170,2,3100,1
2016000866897,9,260,6
2016000867025,8,1800,4
2016000867122,9,350,1
2016000867865,6,2600,1
2016000869844,9,2600,5
2016000870740,6,550,2
2016000871767,9,2800,7
2016000872205,5,1100,4
2016000873442,9,260,1
2016000873761,4,2600,7
2016000875533,4,3800,1
2016000875826,9,2500,4
2016000876094,3,2900,2
2016000877184,4,900,1
2016000882748,9,2900,18
2016000883171,9,80,1
2016000886011,8,1200,1
2016000889093,5,1500,5
2016000889134,5,2900,8
2016000889334,8,1600,1
2016000889441,9,3100,12
2016000889531,8,2100,5
2016000889533,8,3200,1
2016000889605,5,1000,2
2016000890070,2,1400,1
2016000890164,6,860,1
2016000890342,6,400,3
2016000891114,5,3800,4
2016000891231,5,1200,1
2016000892877,4,2200,3
2016000897341,5,940,1
2016000898032,5,1500,1
2016000899415,3,2700,1
2016000899695,9,2000,5
2016000899994,4,1600,1
2016000903112,4,1700,1
2016000903526,5,1500,1
2016000905627,3,2400,3
2016000906771,6,1200,2
2016000907109,4,3800,1
2016000907201,4,2700,1
2016000907648,8,1600,1
2016000911881,4,1900,1
2016000912028,6,3200,1
2016000912980,8,1000,1
2016000913160,5,1000,1
2016000919833,6,1500,1
2016000919874,6,3800,1
2016000922476,4,1600,5
2016000923079,2,1200,1
2016000923707,5,1200,1
2016000923727,5,2100,3
2016000923896,8,1200,1
2016000924173,5,1800,1
2016000924528,6,2300,4
2016000924992,5,2900,5
2016000925178,3,2300,5
2016000925230,5,1300,1
2016000925577,4,1900,3
2016000926749,5,1300,1
2016000927338,4,3800,5
2016000927530,4,3200,7
2016000927660,6,2300,7
2016000928230,2,2200,1
2016000929553,8,2200,1
2016000929877,4,1800,1
2016000931544,3,3200,3
2016000933238,5,2600,4
2016000935079,4,3200,1
2016000935099,9,270,1
2016000935117,6,2000,3
2016000938823,9,2400,17
2016000938880,9,240,4
2016000939487,8,2000,1
2016000939856,5,2700,1
2016000940626,5,2300,6
2016000941723,4,2700,1
2016000947549,4,3000,1
2016000947626,4,2200,1
2016000947659,9,1700,8
2016000948247,9,330,18
2016000948526,5,3800,1
2016000949216,8,3400,7
2016000949524,6,150,1
2016000949691,6,1300,1
2016000950368,9,850,1
2016000956926,9,260,1
2016000957271,6,980,1
2016000958604,3,2800,2
2016000959162,6,1500,1
2016000959197,2,2400,1
2016000960259,9,230,1
2016000962703,9,40,1
2016000964881,9,420,8
2016000965052,6,1600,3
2016000965356,9,230,1
2016000965363,5,1400,2
2016000965525,5,2100,1
2016000965575,8,1700,1
2016000966495,9,770,1
2016000967998,8,3500,5
2016000968872,5,2400,3
2016000969547,5,600,14
2016000973790,4,3200,6
2016000974166,5,2600,1
2016000976430,6,1400,4
2016000976467,9,1600,1
2016000978138,6,2700,1
2016000980439,2,3500,3
2016000980748,5,750,1
2016000983778,9,2900,6
2016000983973,4,3800,3
2016000984121,3,1000,2
2016000984138,4,1500,1
2016000986302,8,2000,4
2016000987679,8,3800,6
2016000988508,2,2000,1
2016000988676,8,2000,2
2016000991455,4,890,1
2016000992226,9,900,1
2016000992231,2,1300,2
2016000992695,8,3100,1
2016000993656,2,3300,1
2016000994088,5,2000,5
2016000997130,6,2100,1
2016000998166,6,1900,3
2016001001439,5,2000,1
2016001002307,4,3200,1
2016001002690,5,2600,1
2016001002707,8,900,2
2016001002720,6,2700,1
2016001003077,5,2600,4
2016001007106,6,3800,8
2016001008133,8,2200,1
2016001008630,8,2300,4
2016001008825,4,1400,8
2016001010130,6,3800,6
2016001010391,2,1000,1
2016001011809,5,3800,4
2016001011990,8,2800,1
2016001013842,3,2600,1
2016001014530,9,270,9
2016001019312,9,250,4
2016001020340,6,3200,8
2016001021268,6,970,1
2016001022001,3,1200,5
2016001023272,8,1700,3
2016001023451,5,1500,3
2016001023693,8,2400,5
2016001027005,5,3200,5
2016001029050,8,150,1
2016001031636,8,3500,1
2016001032654,9,1000,1
2016001033900,5,1500,2
2016001034145,8,1400,1
2016001034551,8,1700,3
2016001036314,8,3000,1
2016001036561,4,1400,7
2016001039525,5,1600,1
2016001039968,4,2100,1
2016001040230,5,520,5
2016001040246,6,900,1
2016001041682,8,1200,1
2016001041982,9,2900,8
2016001043488,6,2500,5
2016001043940,5,1800,1
2016001049565,9,430,1
2016001050312,9,1900,8
2016001053702,4,2500,1
2016001054248,2,240,6
2016001056210,9,1400,1
2016001056785,9,430,3
2016001056948,3,2700,1
2016001058331,4,3800,1
2016001058615,5,1700,4
2016001059547,6,1400,2
2016001060923,8,3000,4
2016001063813,6,3100,1
2016001063969,8,3800,1
2016001065792,9,1600,3
2016001066255,8,2200,1
2016001067016,8,1100,5
2016001068190,5,2100,5
2016001068265,4,3800,4
2016001068509,2,2500,3
2016001068766,2,1300,1
2016001069384,2,1600,1
2016001069788,6,3800,1
2016001070393,6,1400,6
2016001071577,6,2500,3
2016001074230,6,1400,1
2016001074433,9,500,1
2016001074986,9,430,1
2016001076125,6,2400,7
2016001076953,9,2900,5
2016001077336,3,2600,10
2016001077525,6,2800,1
2016001078353,5,2900,1
2016001079413,3,3000,2
2016001079876,4,3000,1
2016001080437,9,570,1
2016001082030,3,2000,2
2016001082604,8,440,3
2016001084148,9,280,5
2016001084859,5,2800,3
2016001089651,2,3000,3
2016001090899,9,3800,16
2016001092188,6,2500,1
2016001093009,9,260,4
2016001093495,5,3000,1
2016001093728,6,2700,9
2016001094237,9,430,14
2016001095660,6,1500,1
2016001096139,4,1300,1
2016001096343,3,900,1
2016001097720,6,1600,6
2016001097774,5,1400,18
2016001100309,5,1600,5
2016001100599,6,2600,1
2016001100628,4,590,1
2016001101561,5,2100,1
2016001101575,8,1500,1
2016001102113,9,210,5
2016001105050,6,3200,5
2016001105257,3,300,4
2016001106157,9,1500,3
2016001106503,3,2500,5
2016001109379,9,630,1
2016001109657,9,3500,4
2016001112180,6,620,1
2016001112800,9,260,1
